words,tags,intent,sentence,slots,intent_id
"['We', 'decrease', 'to', '185', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 185 knots,"{'action': 'decrease', 'speed': '185'}",
"['We', 'accelerate', 'to', '195', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 195 knots,"{'action': 'accelerate', 'speed': '195'}",
"['We', 'fire', 'up', 'to', '335', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 335 knots,"{'action': 'fire up', 'speed': '335'}",
"['We', 'set', 'to', '320', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 320 knots,"{'action': 'set', 'speed': '320'}",
"['We', 'push', 'to', '155', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 155 knots,"{'action': 'push', 'speed': '155'}",
"['We', 'accelerate', 'to', '180', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 180 knots,"{'action': 'accelerate', 'speed': '180'}",
"['We', 'reduce', 'to', '240', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 240 knots,"{'action': 'reduce', 'speed': '240'}",
"['We', 'fire', 'up', 'to', '235', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 235 knots,"{'action': 'fire up', 'speed': '235'}",
"['We', 'reduce', 'to', '235', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 235 knots,"{'action': 'reduce', 'speed': '235'}",
"['We', 'set', 'to', '300', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 300 knots,"{'action': 'set', 'speed': '300'}",
"['We', 'fire', 'up', 'to', '230', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 230 knots,"{'action': 'fire up', 'speed': '230'}",
"['We', 'increase', 'to', '230', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 230 knots,"{'action': 'increase', 'speed': '230'}",
"['We', 'push', 'to', '195', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 195 knots,"{'action': 'push', 'speed': '195'}",
"['We', 'set', 'to', '280', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 280 knots,"{'action': 'set', 'speed': '280'}",
"['We', 'increase', 'to', '315', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 315 knots,"{'action': 'increase', 'speed': '315'}",
"['We', 'start', 'to', '310', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 310 knots,"{'action': 'start', 'speed': '310'}",
"['We', 'bring', 'to', '260', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We bring to 260 knots,"{'action': 'bring', 'speed': '260'}",
"['We', 'bring', 'to', '185', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We bring to 185 knots,"{'action': 'bring', 'speed': '185'}",
"['We', 'spin', 'up', 'to', '325', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 325 knots,"{'action': 'spin up', 'speed': '325'}",
"['We', 'increase', 'to', '180', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 180 knots,"{'action': 'increase', 'speed': '180'}",
"['We', 'decrease', 'to', '275', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 275 knots,"{'action': 'decrease', 'speed': '275'}",
"['We', 'fire', 'up', 'to', '210', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 210 knots,"{'action': 'fire up', 'speed': '210'}",
"['We', 'spin', 'up', 'to', '265', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 265 knots,"{'action': 'spin up', 'speed': '265'}",
"['We', 'reduce', 'to', '180', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 180 knots,"{'action': 'reduce', 'speed': '180'}",
"['We', 'start', 'to', '270', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 270 knots,"{'action': 'start', 'speed': '270'}",
"['We', 'spin', 'up', 'to', '270', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 270 knots,"{'action': 'spin up', 'speed': '270'}",
"['We', 'bring', 'to', '270', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We bring to 270 knots,"{'action': 'bring', 'speed': '270'}",
"['We', 'decrease', 'to', '320', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 320 knots,"{'action': 'decrease', 'speed': '320'}",
"['We', 'decrease', 'to', '195', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 195 knots,"{'action': 'decrease', 'speed': '195'}",
"['We', 'push', 'to', '295', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 295 knots,"{'action': 'push', 'speed': '295'}",
"['We', 'reduce', 'to', '305', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 305 knots,"{'action': 'reduce', 'speed': '305'}",
"['We', 'spin', 'up', 'to', '285', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 285 knots,"{'action': 'spin up', 'speed': '285'}",
"['We', 'fire', 'up', 'to', '220', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 220 knots,"{'action': 'fire up', 'speed': '220'}",
"['We', 'fire', 'up', 'to', '235', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 235 knots,"{'action': 'fire up', 'speed': '235'}",
"['We', 'accelerate', 'to', '285', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 285 knots,"{'action': 'accelerate', 'speed': '285'}",
"['We', 'accelerate', 'to', '180', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 180 knots,"{'action': 'accelerate', 'speed': '180'}",
"['We', 'engage', 'to', '175', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 175 knots,"{'action': 'engage', 'speed': '175'}",
"['We', 'push', 'to', '165', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 165 knots,"{'action': 'push', 'speed': '165'}",
"['We', 'push', 'to', '315', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 315 knots,"{'action': 'push', 'speed': '315'}",
"['We', 'reduce', 'to', '325', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 325 knots,"{'action': 'reduce', 'speed': '325'}",
"['We', 'decrease', 'to', '210', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 210 knots,"{'action': 'decrease', 'speed': '210'}",
"['We', 'accelerate', 'to', '255', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 255 knots,"{'action': 'accelerate', 'speed': '255'}",
"['We', 'push', 'to', '165', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 165 knots,"{'action': 'push', 'speed': '165'}",
"['We', 'decrease', 'to', '295', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 295 knots,"{'action': 'decrease', 'speed': '295'}",
"['We', 'set', 'to', '320', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 320 knots,"{'action': 'set', 'speed': '320'}",
"['We', 'spin', 'up', 'to', '230', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 230 knots,"{'action': 'spin up', 'speed': '230'}",
"['We', 'engage', 'to', '210', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 210 knots,"{'action': 'engage', 'speed': '210'}",
"['We', 'start', 'to', '260', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 260 knots,"{'action': 'start', 'speed': '260'}",
"['We', 'accelerate', 'to', '310', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 310 knots,"{'action': 'accelerate', 'speed': '310'}",
"['We', 'engage', 'to', '150', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 150 knots,"{'action': 'engage', 'speed': '150'}",
"['We', 'push', 'to', '235', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 235 knots,"{'action': 'push', 'speed': '235'}",
"['We', 'accelerate', 'to', '305', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 305 knots,"{'action': 'accelerate', 'speed': '305'}",
"['We', 'start', 'to', '170', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 170 knots,"{'action': 'start', 'speed': '170'}",
"['We', 'increase', 'to', '325', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 325 knots,"{'action': 'increase', 'speed': '325'}",
"['We', 'spin', 'up', 'to', '155', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 155 knots,"{'action': 'spin up', 'speed': '155'}",
"['We', 'spin', 'up', 'to', '340', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 340 knots,"{'action': 'spin up', 'speed': '340'}",
"['We', 'spin', 'up', 'to', '170', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 170 knots,"{'action': 'spin up', 'speed': '170'}",
"['We', 'decrease', 'to', '260', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 260 knots,"{'action': 'decrease', 'speed': '260'}",
"['We', 'set', 'to', '230', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 230 knots,"{'action': 'set', 'speed': '230'}",
"['We', 'reduce', 'to', '230', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 230 knots,"{'action': 'reduce', 'speed': '230'}",
"['We', 'increase', 'to', '190', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 190 knots,"{'action': 'increase', 'speed': '190'}",
"['We', 'increase', 'to', '280', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 280 knots,"{'action': 'increase', 'speed': '280'}",
"['We', 'bring', 'to', '260', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We bring to 260 knots,"{'action': 'bring', 'speed': '260'}",
"['We', 'spin', 'up', 'to', '240', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 240 knots,"{'action': 'spin up', 'speed': '240'}",
"['We', 'engage', 'to', '180', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 180 knots,"{'action': 'engage', 'speed': '180'}",
"['We', 'decrease', 'to', '160', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 160 knots,"{'action': 'decrease', 'speed': '160'}",
"['We', 'set', 'to', '215', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 215 knots,"{'action': 'set', 'speed': '215'}",
"['We', 'accelerate', 'to', '225', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 225 knots,"{'action': 'accelerate', 'speed': '225'}",
"['We', 'bring', 'to', '285', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We bring to 285 knots,"{'action': 'bring', 'speed': '285'}",
"['We', 'reduce', 'to', '345', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 345 knots,"{'action': 'reduce', 'speed': '345'}",
"['We', 'engage', 'to', '220', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 220 knots,"{'action': 'engage', 'speed': '220'}",
"['We', 'reduce', 'to', '330', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 330 knots,"{'action': 'reduce', 'speed': '330'}",
"['We', 'reduce', 'to', '300', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 300 knots,"{'action': 'reduce', 'speed': '300'}",
"['We', 'increase', 'to', '265', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 265 knots,"{'action': 'increase', 'speed': '265'}",
"['We', 'engage', 'to', '265', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 265 knots,"{'action': 'engage', 'speed': '265'}",
"['We', 'increase', 'to', '340', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 340 knots,"{'action': 'increase', 'speed': '340'}",
"['We', 'increase', 'to', '205', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 205 knots,"{'action': 'increase', 'speed': '205'}",
"['We', 'decrease', 'to', '275', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 275 knots,"{'action': 'decrease', 'speed': '275'}",
"['We', 'engage', 'to', '190', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 190 knots,"{'action': 'engage', 'speed': '190'}",
"['We', 'engage', 'to', '295', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 295 knots,"{'action': 'engage', 'speed': '295'}",
"['We', 'reduce', 'to', '275', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 275 knots,"{'action': 'reduce', 'speed': '275'}",
"['We', 'fire', 'up', 'to', '315', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 315 knots,"{'action': 'fire up', 'speed': '315'}",
"['We', 'decrease', 'to', '225', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 225 knots,"{'action': 'decrease', 'speed': '225'}",
"['We', 'set', 'to', '250', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 250 knots,"{'action': 'set', 'speed': '250'}",
"['We', 'bring', 'to', '200', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We bring to 200 knots,"{'action': 'bring', 'speed': '200'}",
"['We', 'start', 'to', '195', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 195 knots,"{'action': 'start', 'speed': '195'}",
"['We', 'increase', 'to', '250', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 250 knots,"{'action': 'increase', 'speed': '250'}",
"['We', 'reduce', 'to', '245', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 245 knots,"{'action': 'reduce', 'speed': '245'}",
"['We', 'set', 'to', '155', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 155 knots,"{'action': 'set', 'speed': '155'}",
"['We', 'reduce', 'to', '285', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We reduce to 285 knots,"{'action': 'reduce', 'speed': '285'}",
"['We', 'start', 'to', '265', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 265 knots,"{'action': 'start', 'speed': '265'}",
"['We', 'push', 'to', '185', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 185 knots,"{'action': 'push', 'speed': '185'}",
"['We', 'push', 'to', '195', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 195 knots,"{'action': 'push', 'speed': '195'}",
"['We', 'set', 'to', '335', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 335 knots,"{'action': 'set', 'speed': '335'}",
"['We', 'accelerate', 'to', '250', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 250 knots,"{'action': 'accelerate', 'speed': '250'}",
"['We', 'spin', 'up', 'to', '240', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 240 knots,"{'action': 'spin up', 'speed': '240'}",
"['We', 'push', 'to', '150', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 150 knots,"{'action': 'push', 'speed': '150'}",
"['We', 'engage', 'to', '335', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 335 knots,"{'action': 'engage', 'speed': '335'}",
"['We', 'bring', 'to', '275', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We bring to 275 knots,"{'action': 'bring', 'speed': '275'}",
"['We', 'push', 'to', '255', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 255 knots,"{'action': 'push', 'speed': '255'}",
"['We', 'start', 'to', '175', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 175 knots,"{'action': 'start', 'speed': '175'}",
"['We', 'start', 'to', '245', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 245 knots,"{'action': 'start', 'speed': '245'}",
"['We', 'start', 'to', '180', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 180 knots,"{'action': 'start', 'speed': '180'}",
"['We', 'start', 'to', '210', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 210 knots,"{'action': 'start', 'speed': '210'}",
"['We', 'start', 'to', '335', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 335 knots,"{'action': 'start', 'speed': '335'}",
"['We', 'start', 'to', '240', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 240 knots,"{'action': 'start', 'speed': '240'}",
"['We', 'fire', 'up', 'to', '185', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 185 knots,"{'action': 'fire up', 'speed': '185'}",
"['We', 'start', 'to', '165', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 165 knots,"{'action': 'start', 'speed': '165'}",
"['We', 'increase', 'to', '300', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We increase to 300 knots,"{'action': 'increase', 'speed': '300'}",
"['We', 'set', 'to', '165', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 165 knots,"{'action': 'set', 'speed': '165'}",
"['We', 'accelerate', 'to', '195', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 195 knots,"{'action': 'accelerate', 'speed': '195'}",
"['We', 'set', 'to', '235', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 235 knots,"{'action': 'set', 'speed': '235'}",
"['We', 'fire', 'up', 'to', '190', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 190 knots,"{'action': 'fire up', 'speed': '190'}",
"['We', 'push', 'to', '250', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 250 knots,"{'action': 'push', 'speed': '250'}",
"['We', 'spin', 'up', 'to', '260', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We spin up to 260 knots,"{'action': 'spin up', 'speed': '260'}",
"['We', 'push', 'to', '260', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 260 knots,"{'action': 'push', 'speed': '260'}",
"['We', 'decrease', 'to', '310', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We decrease to 310 knots,"{'action': 'decrease', 'speed': '310'}",
"['We', 'push', 'to', '290', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We push to 290 knots,"{'action': 'push', 'speed': '290'}",
"['We', 'set', 'to', '175', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We set to 175 knots,"{'action': 'set', 'speed': '175'}",
"['We', 'accelerate', 'to', '165', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We accelerate to 165 knots,"{'action': 'accelerate', 'speed': '165'}",
"['We', 'fire', 'up', 'to', '245', 'knots']","['O', 'B-action', 'I-action', 'O', 'B-speed', 'O']",1.0,We fire up to 245 knots,"{'action': 'fire up', 'speed': '245'}",
"['We', 'start', 'to', '285', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We start to 285 knots,"{'action': 'start', 'speed': '285'}",
"['We', 'bring', 'to', '210', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We bring to 210 knots,"{'action': 'bring', 'speed': '210'}",
"['We', 'engage', 'to', '325', 'knots']","['O', 'B-action', 'O', 'B-speed', 'O']",1.0,We engage to 325 knots,"{'action': 'engage', 'speed': '325'}",
"['Speed', 'hold', '195', 'knots']","['O', 'O', 'B-speed', 'O']",1.0,Speed hold 195 knots,"{'target': 'hold', 'speed': '195'}",
